<<<<<<< HEAD
Class,Tags,Combined,Archetype,id,Level,Class Ability,Description,Img
Spiritualist,"[[""Spiritualist""],[""Ward Spiritualist""]]",Spiritualist (Ward Spiritualist),Ward Spiritualist,<id-00008,3,Merged Manifestation,"<p>At 3rd level, the ward spiritualist learns how to merge her kami phantom with her ward implement. This functions as bonded manifestation, except that she does not choose ectoplasmic or incorporeal. Instead, she gains different benefits depending on whether she has a physical implement or is her own implement.</p><p>If she has a physical implement, when using her merged manifestation, her implement functions as a one-handed improvised weapon of appropriate size, and she does not take the usual penalties associated with wielding an improvised weapon. Additionally, it is considered to have a +1 enhancement bonus for the duration of the merged manifestation. This enhancement bonus increases by 1 at 8th level, and again at 13th level and 18th level. At 8th level, and again at 18th level, it deals damage as a weapon one size category larger. At 13th level, her implement also gains the benefits of spirit-bound blade for the duration of the merged manifestation.</p><p>If she is her own implement, when using her merged manifestation, she gains the unarmed strike class feature as a 1st level unchained monk. At 8th level, her unarmed strike damage is that of a 4th-level unchained monk, and she gains flurry of blows as a 1st-level unchained monk. At 13th level, her unarmed damage is that of an 8th-level unchained monk, and her unarmed strikes gain the benefits of spirit-bound blade for the duration of the merged manifestation. At 18th level, her unarmed damage is that of a 12th level unchained monk, and she can use flurry of blows as an 11th-level unchained monk.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Exciter""]]",Spiritualist (Exciter),Exciter,<id-00026,1,Merged Phantom,"<p>An exciter internalizes his phantom and merges it completely within his mind. He cannot fully manifest his phantom outside of his own body in incorporeal or ectoplasmic form. Emotional focus abilities that affect or require a manifested phantom are lost, except for any aura gained by the phantom at 7th level; if the phantom gains an aura at 7th level, this aura functions despite the phantom not being manifested, and is centered on the exciter.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Priest of the Fallen""]]",Spiritualist (Priest of the Fallen),Priest of the Fallen,<id-00005,1,Mythmaker,"<p>A priest of the fallen can channel many different hero-god phantoms, though only one at a time. These spirits will not suffer being confined in a mortal's consciousness and must be manifested in ectoplasmic or incorporeal form or they return to the Ethereal Plane. They each have an emotional focus depending on their personality and retain some of their hero-god powers, determined by their mythic archetype. A priest of the fallen can channel a hero-god phantom with a ritual that takes 1 minute to perform. A priest of the fallen can channel only one herogod phantom per 24 hours, but once channeled, a hero-god phantom remains until a new one is channeled.</p><p>Archmage: The phantom gains magic missile and sleep as spell-like abilities. It can use each spell-like ability a number of times per day equal to its Hit Dice, which it uses in place of a caster level. At 12th level, it can also cast fireball and hold person each once per day.</p><p>Champion: The phantom gains Weapon Focus (slam) as a bonus feat. At 12th level, it gains Greater Weapon Focus (slam) and Weapon Specialization (slam) as bonus feats.</p><p>Guardian: The phantom gains a +2 natural armor bonus when it manifests in its ectoplasmic form, and a +2 deflection bonus to AC when it manifests in its incorporeal form. At 12th level, the phantom increases its maximum hit points by twice its number of Hit Dice.</p><p>Hierophant: The phantom gains bane and bless as spell-like abilities. It can use each spell-like ability a number of times per day equal to its Hit Dice, which it uses in place of a caster level. At 12th level, it can also cast prayer and searing light each once per day.</p><p>Marshal: The phantom can fill its allies with its triumphant spirit as a standard action, granting them a +1 morale bonus on saving throws against charm and fear effects and a +1 competence bonus on attack and weapon damage rolls for a number of rounds per day equal to 2 + its Charisma modifier. These rounds need not be consecutive. At 12th level, if the phantom is hit by an attack of opportunity, it can use an immediate action to allow an ally to make an attack of opportunity against the creature that attacked the phantom if it's within the ally's melee reach.</p><p>Trickster: The phantom gains the sneak attack rogue class feature as a rogue of a level equal to the phantom's Hit Dice. It can use the sneak attack ability a number of times per day equal to its Dexterity modifier (minimum 1). At 12th level, whenever the phantom is in darkness or dim light, it can move at full speed without taking a penalty on Stealth checks.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Necrologist""]]",Spiritualist (Necrologist),Necrologist,<id-00021,12,Necropsychic Conduit,"<p>At 12th level, a necrologist can cast psychic spells as if she had the Thanatopic SpellUM and Threnodic SpellUM metamagic feats, using her undead phantom as a conduit to pierce the defenses of undead creatures. If her phantom has been banished or is not within 30 feet of her when she casts the spells, however, these feats have no effect.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Soul Warden""]]",Spiritualist (Soul Warden),Soul Warden,<id-00004,1,Nosoi Scribe,"<p>At 1st level, a soul warden gains a fledgling nosoi familiar. Treat this as a raven familiar until the soul warden reaches 4th level, at which point it is treated as a nosoi (as though the soul warden had taken the Improved Familiar feat). The familiar uses the soul warden's spiritualist level as its Hit Dice for the purpose of determining the effects and duration of its haunting melody ability and all other effects related to its HD. At 10th level, the nosoi scribe gains the ability to use its touch the spirit world ability three times per day, instead of once per day. At 12th level, it also gains the Repose domain's ward against death ability.</p><p>This replaces phantom, etheric tether, shared consciousness, spiritual interference, fused consciousness, and greater spiritual interference.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Exciter""]]",Spiritualist (Exciter),Exciter,<id-00020,10,Overwhelming Excitment,"<p>At 10th level, an exciter can share the effects of his rapture with willing allies within 10 feet. He must expend 2 additional rounds of his rapture each round for each ally sharing its effects. The exciter's allies share all effects of the rapture except the rage powers; each ally must end its turn within 10 feet of the exciter, or the effects of the rapture end for that ally and it becomes fatigued. Whenever he is not sharing the effects of his rapture with an ally, the exciter now retains the benefits of his phantom in his consciousness even during rapture.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Exciter""]]",Spiritualist (Exciter),Exciter,<id-00009,4,Perfect Passion,"<p>At 4th level, an exciter can cast psychic spells with an emotion component (Pathfinder RPG Occult Adventures 144) even while in his rapture. He can cast these spells defensively and attempt concentration checks for these spells without impairment, despite being in a rapture. He also can attempt Charisma- and Intelligence-based skill checks related to psychic spells with an emotion component while in his rapture. He cannot cast arcane or divine spells or psychic spells that have a thought component while in a rapture.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Fated Guide""]]",Spiritualist (Fated Guide),Fated Guide,<id-00004,1,Phantom,"<p>A phantom who bonds with a fated guide must have the remorse emotional focus (see page 19).</p><p><b><i>Divine Purpose: </i></b>A fated guide's phantom gains Deific ObedienceISG as a bonus feat, though the spiritualist must obey her god's obedience to gain any benefit. This replaces the phantom's antagonistic ability.</p><p>A spiritualist begins play with the aid of a powerful and versatile spirit entity called a phantom. The phantom forms a link with the spiritualist, who forever after can either harbor the creature within her consciousness or manifest it as an ectoplasmic or incorporeal entity. A phantom has the same alignment as the spiritualist, and it can speak all the languages its master can. A spiritualist can harbor her phantom in her consciousness (see the shared consciousness class feature on page 73), manifest it partially (see the bonded manifestation class feature on page 74), or fully manifest it. A fully manifested phantom is treated as a summoned creature from the Ethereal Plane, except it is not sent back to the Ethereal Plane until it is reduced to a negative amount of hit points equal to or greater than its Constitution score.</p><p>A spiritualist can fully manifest her phantom through a ritual that takes 1 minute to perform. When the phantom is fully manifested, the spiritualist can change the form of the phantom's manifestation (either from ectoplasmic to incorporeal or vice versa) as a full-round action that provokes attacks of opportunity. When the phantom manifests, its hit points are unchanged from the last time it manifested, unless the phantom was slain and returned to the Ethereal Plane; in this case, the phantom manifests with half its maximum number of hit points. The phantom does not heal naturally, and can be healed only with magic or by being tended to with the Heal skill while fully manifested in ectoplasmic form. The phantom stays fully manifested until it is either returned to the spiritualist's consciousness (a standard action) or banished to the Ethereal Plane. If the phantom is banished to the Ethereal Plane, it can't return to the spiritualist's consciousness or manifest again for 24 hours.</p><p>While fully manifested, a phantom can't be returned to the Ethereal Plane by means of dispel magic, but spells such as dismissal and banishment work normally. Whenever the spiritualist is unconscious or asleep, the phantom immediately returns to the spiritualist's consciousness. If the spiritualist dies, the phantom is returned to the Ethereal Plane, and can't return to the spiritualist's consciousness until 24 hours after the spiritualist is brought back to life. A phantom can't be dismissed or banished (by a spell or any other similar effect) while it resides in the spiritualist's consciousness, as the phantom is protected from such effects by the power of the spiritualist's psyche.</p><p>Fully manifested phantoms can wear armor and use items (though not wield weapons) appropriate to their forms. Any items worn, carried, or held by a phantom are dropped when the phantom returns to the spiritualist's consciousness, and must be retrieved and donned anew if the phantom wishes to use them when it fully manifests in the future.</p><p>Phantoms are self-involved, even jealous, creatures that do not play well with other summoned companions. A phantom refuses to manifest (either fully or as part of a bonded manifestation; see Bonded Manifestation on page 74) in the presence of an eidolon or shadow summoned by the phantom's master. Furthermore, if a phantom is manifested when such a creature is summoned, it immediately retreats into its spiritualist's consciousness, and will not manifest again until the eidolon or shadow is dismissed.</p><p>A fully manifested phantom's abilities, feats, Hit Dice, saving throws, and skills are tied to the spiritualist's class level and increase as the spiritualist gains levels. See the Phantoms section starting on page 78 for more information.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Totem Spiritualist""]]",Spiritualist (Totem Spiritualist),Totem Spiritualist,<id-00004,1,Phantom Animal,"<p>A totem spiritualist calls upon spirits of nature known as phantom animals to assist her in her journeys. A phantom animal functions like an animal companion except as noted in the descriptions below.</p><p>A totem spiritualist begins play with a phantom animal. The phantom animal uses the statistics of an animal companion and follows the standard animal companion progression in regard to Hit Dice, base attack bonus, saving throws, skills, feats, natural armor bonus, Strength and Dexterity bonuses, and bonus tricks, but not its special abilities. A phantom animal instead gains the special abilities of a standard phantom listed in the table on page 77 of Occult Adventures. A phantom animal is capable of becoming harbored in the spiritualist's consciousness or becoming fully or partially manifested. A phantom animal is otherwise considered a phantom for the purposes of all feats and abilities.</p><p>At 7th level and every 5 spiritualist levels thereafter, the totem spiritualist can choose to gain an additional phantom animal. This additional phantom animal uses the appropriate statistics for a phantom animal of its level. A totem spiritualist can have only one active phantom animal at a time. Dismissing an active phantom animal to call another requires a ritual that takes 1 minute to perform.</p><p>Instead of gaining an additional phantom animal, the totem spiritualist can choose to empower a phantom animal with which she is already bonded. The first time the phantom animal is empowered, it gains two bonus tricks. The second time it is empowered, the phantom animal gains the hunter's animal focus class ability (Pathfinder RPG Advanced Class Guide 27), treating the totem spiritualist's spiritualist level as her effective hunter level. The third time it is empowered, the damage dice of the phantom animal's natural attacks increase by one step.</p><p>A totem spiritualist can release a phantom animal from her service much like a druid releases an animal companion. If a totem spiritualist releases a phantom animal from service, she can gain a new one by performing a ritual requiring 24 uninterrupted hours of meditation in an environment where the animal that the phantom resembles typically lives.</p><p>A totem spiritualist treats any druid levels she has as effective spiritualist levels to determine the abilities of her phantom animals, but does not treat her spiritualist levels as effective druid levels to determine the abilities of animal companions.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Priest of the Fallen""]]",Spiritualist (Priest of the Fallen),Priest of the Fallen,<id-00011,6,Phantom Call,"<p>At 6th level, once per day, a priest of the fallen can summon a fully manifested hero-god phantom from the Ethereal Plane as a standard action. If she already has a hero-god phantom manifested, that phantom vanishes back to the Ethereal Plane.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Soul Warden""]]",Spiritualist (Soul Warden),Soul Warden,<id-00026,8,Phantom Elegy,"<p>At 8th level, a soul warden's nosoi scribe learns to sing elegies that build on the soul warden's conduit to her former phantom. This allows it to create an effect identical to the 7th-level aura ability of an anger, dedication, despair, fear, hatred, jealousy, or zeal phantom, except that the phantom elegy is also a sonic effect and continues only as long as the nosoi scribe sings. Each round of phantom elegy uses 1 round of the nosoi scribe's haunting melody. At 17th level, the nosoi scribe can blend any two of the phantom aura abilities into a single phantom elegy, although it uses 3 rounds of its haunting melody for each round it does so.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Phantom Blade""]]",Spiritualist (Phantom Blade),Phantom Blade,<id-00004,1,Phantom Weapon,"<p>A phantom blade begins play with an ectoplasmic sentient weapon known as a phantom weapon whose weapon type is chosen by the phantom blade. The weapon type must be one with which the phantom blade is proficient. A phantom weapon functions similarly to the black blade of the bladebound magus archetype (Pathfinder RPG Ultimate Magic 47) except as noted on the Phantom Weapon Progression table on page 6 and in the descriptions below. A phantom blade with this class feature can't have a phantom of any kind, even from another class.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Seeker of Enlightenment""]]",Spiritualist (Seeker of Enlightenment),Seeker of Enlightenment,<id-00019,9,Pinpoint Influence,"<p>At 9th level, a seeker of enlightenment gains the ability to track objects that are important to her goal of enlightenment. She can cast locate object as a spell-like ability once per day, with a duration of 10 minutes.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Plague Eater""]]",Spiritualist (Plague Eater),Plague Eater,<id-00026,1,Plague Ward,"<p>A plague eater does not bond with a single spirit, but rather a group of spirits gathered around her psychic presence. The spiritualist can meditate on an emotional focus during her 8-hour rest and bond with a spirit from her community with a matching focus. A spirit associated with the chosen emotion links with the spiritualist and acts as her phantom until the plague eater changes her emotional focus with another 8-hour rest. The changing roster of spirits dilutes the bond between the plague eater and her community, and the manifesting phantom has a level 1 lower than the spiritualist's level (minimum level 1).</p><p>While a phantom is confined in a plague eater's consciousness (but not while it's fully manifested or banished to the Ethereal Plane), it grants a +4 bonus on saving throws against disease. At 12th level, this bonus increases to +8. In addition, the phantom grants the plague eater the Skill Focus feat in one of the skills determined by the phantom's emotional focus. This skill is chosen by the plague eater the first time she confines the phantom tied to that particular emotional focus. Once this choice is made for a given emotional focus, it cannot be changed.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Soul Warden""]]",Spiritualist (Soul Warden),Soul Warden,<id-00005,1,Psychopomp's Bond,"<p>A soul warden's bond with her nosoi scribe is stronger than usual for a master and familiar. At 2nd level, she can use bonded senses with her nosoi scribe, and at 6th level, she can use phantom recall to recall her nosoi scribe to her side.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Exciter""]]",Spiritualist (Exciter),Exciter,<id-00027,1,Rapture,"<p>An exciter gains the ability to enter an ecstatic state in which he's consumed and overwhelmed by his passions and driven into a fighting fury. This functions similarly to a bloodrager's bloodrage (Pathfinder RPG Advanced Class Guide 15), treating his spiritualist level as his bloodrager level, though he doesn't qualify for feats or other elements that require rage or bloodrage. When entering a rapture, the exciter loses all other benefits from having his phantom confined in his consciousness (such as the Skill Focus feats and bonus against mind-affecting effects), but he can choose to exchange the normal +4 morale bonus to his Strength and Constitution scores normally gained from bloodrage for a +4 morale bonus to his Dexterity and Charisma scores or a +2 morale bonus to his Strength, Dexterity, Constitution, and Charisma scores. In addition to the fatigue for ending a bloodrage, an exciter can't enter a rapture again for 1 minute after ending his last rapture.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Exciter""]]",Spiritualist (Exciter),Exciter,<id-00012,10,Rapturous Rage,"<p>At 10th level and every 4 spiritualist levels thereafter, an exciter can select one rage power for which he qualifies, treating his spiritualist level as his barbarian level for all purposes relating to that particular rage power (he still doesn't qualify for the Extra Rage Power feat or any similar abilities).</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Plague Eater""]]",Spiritualist (Plague Eater),Plague Eater,<id-00019,9,Remove Disease,"<p>At 9th level, a plague eater gains the ability to purge disease from herself and others. She gains the ability to cast remove disease as a spell-like ability three times per day.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Plague Eater""]]",Spiritualist (Plague Eater),Plague Eater,<id-00010,5,Remove Sickness,"<p>At 5th level, a plague eater's understanding of disease grows to the point where she can cast remove sickness at will as a spell-like ability with a caster level equal to her spiritualist level.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Shadow Caller""]]",Spiritualist (Shadow Caller),Shadow Caller,<id-00019,9,See in Darkness,"<p>At 9th level, a shadow caller can gain the see in darkness universal monster ability as a standard action. She can use this ability for a number of rounds per day equal to her spiritualist level, though these rounds need not be consecutive.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Zeitgeist Binder""]]",Spiritualist (Zeitgeist Binder),Zeitgeist Binder,<id-00010,1,Settlement Aspect,"<p>A zeitgeist binder gains a number of spell-like abilities tied to her zeitgeist's settlement aspect. Other than being based on Wisdom instead of Charisma, these work the same way as the fractured mind's emotional power ability (Pathfinder RPG Occult Adventures 109). The masterwork transformation spell-like ability does not ignore the material component.</p><p>Corruption: Conditional favor (5th), false belief (7th), charm person (9th), mass suggestion (16th).</p><p>Crime: Crime of opportunity (5th), pilfering handUC (7th), demand offeringOA (9th), crime wave (16th).</p><p>Economy: Crafter's fortuneAPG (5th), masterwork transformationAPG (7th), beguiling gift (9th), major creation (16th).</p><p>Law: Detect chaos (5th), arrow of lawUM (7th), peacebondUC (9th), mark of justice (16th).</p><p>Lore: Object readingOA (5th), hypercognitionOA (7th), heightened awarenessACG (9th), legend lore (16th).</p><p>Society: Cultural adaptation (5th), rumormonger (7th), share languageAPG (9th), coordinated effortAPG (16th).</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Zeitgeist Binder""]]",Spiritualist (Zeitgeist Binder),Zeitgeist Binder,<id-00007,2,Settlement Avatar,"<p>When a zeitgeist binder reaches 2nd level, the zeitgeist becomes a living avatar of the settlement. As a standard action, it can project its senses out into the settlement, perceiving the general pulse of its chosen aspect throughout the whole settlement as well as anything involving its aspect that is occurring within 50 feet per spiritualist level. The sensing works like enter imageAPG, so the zeitgeist attempts a Perception check at a - 10 penalty to notice any particular activity within range. The zeitgeist can use this ability for a number of rounds per day equal to the zeitgeist binder's spiritualist level. These rounds need not be consecutive.</p><p>When the zeitgeist binder reaches 10th level, the zeitgeist can project its senses to feel its settlement aspect at will. Additionally, the zeitgeist binder gains a bonus teamwork feat as long as she is in her zeitgeist's settlement. The zeitgeist binder must meet the teamwork feat's prerequisites, and she grants the feat as a bonus feat to her zeitgeist, even if it doesn't meet the prerequisites.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Shadow Caller""]]",Spiritualist (Shadow Caller),Shadow Caller,<id-00027,1,Shade,"<p>A shadow caller gains a special kind of phantom known as a shade. A shade functions as a phantom, except as noted below. A shade is from the Shadow Plane instead of the Ethereal Plane. A shade is not confined to the shadow caller's consciousness, but instead inhabits her shadow.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Shadow Caller""]]",Spiritualist (Shadow Caller),Shadow Caller,<id-00006,1,Shadow Bound,"<p>A shadow caller's shade remains stable while adjacent to the shadow caller, or while up to 5 feet away from the shadow caller for every 5 levels the shadow caller possesses. If the shade moves beyond this distance, it is automatically dismissed back to the Shadow Plane (preventing the shade from being summoned back for 24 hours) unless the shadow caller concentrates as per the etheric tether ability. However, if both the shadow caller and shade are in areas of total darkness, the shade can move any distance from the shadow caller. If the shade is beyond its maximum distance and enters an area of dim or brighter illumination, it immediately returns to the Shadow Plane and cannot be summoned for 24 hours.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Shadow Caller""]]",Spiritualist (Shadow Caller),Shadow Caller,<id-00011,6,Shadow Jump,"<p>At 6th level, when a shadow caller's shade inhabits her shadow, she can travel between shadows as per the shadowdancer's shadow jump ability. Each day, she can travel a total of 40 feet per spiritualist level in this way and, as with a shadowdancer, the distance is rounded to the nearest 10-foot increment.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Shadow Caller""]]",Spiritualist (Shadow Caller),Shadow Caller,<id-00026,1,Shadowcaster,"<p>A shadow caller adds darkness and deeper darkness to their class spell list as 2nd- and 3rd-level spells, respectively. When her shade (see below) inhabits her shadow, the shadow caller's effective caster level is one higher when she casts all spells with the shadow or darkness descriptor.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Necrologist""]]",Spiritualist (Necrologist),Necrologist,<id-00005,1,Shared Consciousness,"<p>At 1st level, while a phantom is confined in a spiritualist's consciousness (but not while it's fully manifested or banished to the Ethereal Plane), it grants the spiritualist the Skill Focus feat in two skills determined by the phantom's emotional focus, unless the spiritualist already has Skill Focus in those skills. It also grants a +4 bonus on saving throws against all mind-affecting effects; at 12th level, this bonus increases to +8. Lastly, once per day, when the spiritualist fails a saving throw against a mind-affecting effect, as an immediate action she can shunt that effect into the phantom's section of her consciousness instead. When she does so, she is not affected by the mind-affecting effect, but for the normal duration of that effect, the spiritualist loses the bonuses on saving throws against mind-affecting effects and the Skill Focus effects granted by her phantom, and can't use this ability to shunt a mind-affecting effect into the phantom's consciousness or manifest her phantom in any way. When a mind-affecting effect is shunted into the phantom's consciousness, spells such as dispel magic and break enchantment can be cast on the spiritualist to end the effect's duration as if the spiritualist were affected by the mind-affecting effect.</p><p>A necrologist gains a bonus on saving throws against death effects, energy drain, and negative energy rather than against mind-affecting effects (and can shunt such an effect onto the phantom) when her undead phantom is contained within her consciousness.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Totem Spiritualist""]]",Spiritualist (Totem Spiritualist),Totem Spiritualist,<id-00026,1,Shared Instincts,<p>A totem spiritualist doesn't gain Skill Focus feats while a phantom animal is confined in her consciousness. She instead gains a number of bonus ranks in Knowledge (nature) equal to the phantom animal's Hit Dice.</p>,systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Fated Guide""]]",Spiritualist (Fated Guide),Fated Guide,<id-00026,1,Shepherd to the Dead,<p>A fated guide adds disrupt undead and sanctify corpseUM to her list of spells known.</p>,systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Phantom Blade""]]",Spiritualist (Phantom Blade),Phantom Blade,<id-00006,1,Spell Combat,<p>A phantom blade can cast spells and wield her phantom weapon at the same time. This functions as the magus's spell combat class ability (Ultimate Magic 10).</p>,systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Scourge""]]",Spiritualist (Scourge),Scourge,<id-00009,4,Spell Scourge,"<p>At 4th level, when a scourge's phantom damages a creature, it causes severe pain, requiring that creature to succeed at a concentration check (DC = 20 + spell level) to use spells, spell-like abilities, and other abilities that require concentration for 1 round. The phantom gains a +2 bonus on attack and damage rolls when making attacks of opportunity. Any creature threatened by the scourge's phantom takes a -2 penalty on concentration checks.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Necrologist""]]",Spiritualist (Necrologist),Necrologist,<id-00002,1,Spells,"<p>A necrologist adds the following spells to her class list: 1st-hide from undead; 2nd-ghostly disguiseUM, haunting mistsUM; 3rd-haunting choirUM; 4th-lesser age resistanceUM; 5th-age resistanceUM; 6th-greater age resistance UM, create greater undead.</p><p>A spiritualist casts psychic spells drawn from the spiritualist spell list. She can cast any spell she knows without preparing it ahead of time, assuming she has not yet used up her allotment of spells per day for the spell's level. To learn or cast a spell, a spiritualist must have a Wisdom score equal to at least 10 + the spell level. The Difficulty Class for a saving throw against a spiritualist's spell equals 10 + the spell level + the spiritualist's Wisdom modifier.</p><p>A spiritualist can cast only a certain number of spells of each spell level per day. Her base daily spell allotment is given on Table 1-9: Spiritualist. In addition, she receives bonus spells per day if she has a high Wisdom score (see Table 1-3 on page 17 of the Pathfinder RPG Core Rulebook).</p><p>A spiritualist's selection of spells is limited. A spiritualist begins play knowing four 0-level spells and two 1st-level spells of the spiritualist's choice. At each new spiritualist level, she learns one or more new spells as indicated on Table 1-10: Spiritualist Spells Known. Unlike her number of spells per day, the number of spells a spiritualist knows does not affect her Wisdom score. The numbers on Table 1-10 are fixed.</p><p>Upon reaching 5th level, and at every third spiritualist level thereafter (8th, 11th, and so on), a spiritualist can learn a single new spell in place of one she already knows. In effect, the spiritualist loses the old spell in exchange for the new one. The new spell's level must be the same as that of the spell being exchanged, and it must be at least 1 level lower than the highest-level spiritualist spell she can cast. A spiritualist can swap out only a single spell at any given level and must choose whether or not to swap the spell at the same time that she gains new spells known for the level.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Phantom Blade""]]",Spiritualist (Phantom Blade),Phantom Blade,<id-00007,2,Spellstrike,"<p>At 2nd level, a phantom blade can deliver spells through her phantom weapon. This functions like the magus's spellstrike class ability (Ultimate Magic 10) except the only weapon the spiritualist can use to deliver spells is her phantom weapon.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Involutionist""]]",Spiritualist (Involutionist),Involutionist,<id-00010,5,Spirit Awareness,"<p>At 5th level, an involutionist gains great insight into the spiritual influence people invest into the world around them. She can cast detect psychic significanceOA as a spell-like ability at will and analyze auraOA once per day as a spell-like ability (CL = her character level).</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Involutionist""]]",Spiritualist (Involutionist),Involutionist,<id-00028,3,Spirit Manifestation,"<p>At 3rd level, when an involutionist uses her bonded manifestation ability, she can instead manifest her spirit phantom's spirit animal special ability and use her spirit phantom's hexes as if they were her own. Hexes used during this manifestation count toward any limited number of uses per day.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Phantom Blade""]]",Spiritualist (Phantom Blade),Phantom Blade,<id-00008,3,Spirit of War,"<p>At 3rd level and every 5 spiritualist levels thereafter, a phantom blade gains a bonus combat feat. The spiritualist must meet the prerequisites for these feats, but she treats her spiritualist level as her base attack bonus (in addition to base attack bonuses gained from other classes and racial Hit Dice) for the purpose of qualifying for these feats. The phantom blade also treats her spiritualist level as her fighter level for the purpose of selecting feats with a minimum number of fighter levels as a prerequisite.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Involutionist""]]",Spiritualist (Involutionist),Involutionist,<id-00027,1,Spirit Phantom,"<p>An involutionist's phantom is manifested from her own psyche and invested into the spirit-stuff of the world around her. Rather than an emotional focus, the involutionist selects a spirit from those available to the shaman (Pathfinder RPG Advanced Class Guide 35). A spirit phantom always has good Fortitude and Reflex saves, and it gains a number of ranks equal to the phantom's Hit Dice in two skills depending on the spirit it represents, as summarized on the table below.</p>  <table>  	<tr>  		<td><b>Spirit</b></td>  		<td><b>Associated Skills</b></td>  	</tr>  	<tr>  		<td>Battle</td>  		<td>Intimidate and Sense Motive</td>  	</tr>  	<tr>  		<td>Bones</td>  		<td>Heal and Stealth</td>  	</tr>  	<tr>  		<td>Flame</td>  		<td>Acrobatics and Intimidate</td>  	</tr>  	<tr>  		<td>Heavens</td>  		<td>Acrobatics and Fly</td>  	</tr>  	<tr>  		<td>Life</td>  		<td>Diplomacy and Heal</td>  	</tr>  	<tr>  		<td>Lore</td>  		<td>Knowledge (arcana) and Linguistics</td>  	</tr>  	<tr>  		<td>Nature</td>  		<td>Knowledge (nature) and Survival</td>  	</tr>  	<tr>  		<td>Stone</td>  		<td>Appraise and Knowledge (engineering)</td>  	</tr>  	<tr>  		<td>Waves</td>  		<td>Diplomacy and Swim</td>  	</tr>  	<tr>  		<td>Wind</td>  		<td>Bluff and Sense Motive</td>  	</tr>  </table>  <p>When fully manifested, the involutionist's spirit phantom gains the special ability normally applied to a shaman's spirit animal. The spirit phantom also gains a single hex from the list of those provided by that spirit. At 7th, 12th, and 17th levels, the spirit phantom gains one additional hex from this list.</p>",systems/pf1/icons/skills/water_07.jpg
